,titulo,resumo,resumo_traduzido,revista,data,qualis,H-index,doi,pro,contra,indefinido,resultados
1255,The characteristics and outcomes of 681 severe cases with COVID-19 in China.,"The combination of NLR and acute myocardial injury on admission was highly predictive of mortality and survival. Clinicians should adopt more aggressive strategies for patients with a high NLR (>6.66) combined with myocardial injury. β-blockers and ACEI/ARB, as well as arbidol and ribavirin, were effective in COVID-19 patients with cardiovascular disease.",-,-,_,-,_,10.1016/j.jcrc.2020.07.003,['ribavirin'],,,-
1257,"No Statistically Apparent Difference in Antiviral Effectiveness Observed Among Ribavirin Plus Interferon-Alpha, Lopinavir/Ritonavir Plus Interferon-Alpha, and Ribavirin Plus Lopinavir/Ritonavir Plus Interferon-Alpha in Patients With Mild to Moderate Coronavirus Disease 2019: Results of a Randomized, Open-Labeled Prospective Study","www.ClinicalTrials.gov, ID: ChiCTR2000029387. Registered on January 28, 2019.",-,-,_,-,_,10.3389/fphar.2020.01071/full,,['ribavirin'],,-
1258,A cytokine super cyclone in COVID-19 patients with risk factors: the therapeutic potential of BCG immunization,"The seventh human coronavirus SARS-CoV2 belongs to the cluster of extremely pathogenic coronaviruses including SARS-CoV and MERS-CoV, which can cause fatal lower respiratory tract infection. Likewise, SARS-CoV2 infection can be fatal as the disease advances to pneumonia, followed by acute respiratory distress syndrome (ARDS). The development of lethal clinical symptons is associated with an exaggerated production of inflammatory cytokines, referred to as the cytokine storm, is a consequence of a hyperactivated immune response aginst the infection. In this article, we discuss the pathogenic consequences of the cytokine storm and its relationship with COVID-19 associated risk factors. The increased pro-inflammatory immune status in patients with risk factors (diabetes, hypertension, cardiovascular disease, COPD) exacerbates the Cytokine-storm of COVID-19 into a 'Cytokine Super Cyclone'. We also evaluate the antiviral immune responses provided by BCG vaccination and the potential role of 'trained immunity' in early protection against SARS-CoV2.",-,-,_,-,_,https://www.sciencedirect.com/science/article/pii/S1359610120301167,,,,-
1259,High-Dose Intravenous Immunoglobulins in the Treatment of Severe Acute Viral Pneumonia: The Known Mechanisms and Clinical Effects,"The current outbreak of viral pneumonia, caused by novel coronavirus SARS-CoV-2, is the focus of worldwide attention. The WHO declared the COVID-19 outbreak a pandemic event on Mar 12, 2020, and the number of confirmed cases is still on the rise worldwide. While most infected individuals only experience mild symptoms or may even be asymptomatic, some patients rapidly progress to severe acute respiratory failure with substantial mortality, making it imperative to develop an efficient treatment for severe SARS-CoV-2 pneumonia alongside supportive care. So far, the optimal treatment strategy for severe COVID-19 remains unknown. Intravenous immunoglobulin (IVIg) is a blood product pooled from healthy donors with high concentrations of immunoglobulin G (IgG) and has been used in patients with autoimmune and inflammatory diseases for more than 30 years. In this review, we aim to highlight the known mechanisms of immunomodulatory effects of high-dose IVIg therapy, the immunopathological hypothesis of viral pneumonia, and the clinical evidence of IVIg therapy in viral pneumonia. We then make cautious therapeutic inferences about high-dose IVIg therapy in treating severe COVID-19. These inferences may provide relevant and useful insights in order to aid treatment for COVID-19.",-,-,_,-,_,10.3389/fimmu.2020.01660,,,,-
1263,"Corticosteroid, oseltamivir, and delayed admission are independent risk factors for prolonged viral shedding in patients with Coronavirus Disease 2019","Symptoms of patients from Tianmen are relatively mild. Treatment should be started as early as possible, but corticosteroid and oseltamivir should be initiated with caution. In addition, clinical trials on arbidol should be conducted to demonstrate its effectiveness.",-,-,_,-,_,10.1111/crj.13243,,['oseltamivir'],,-
1266,The immune system as a target for therapy of SARS-CoV-2: A systematic review of the current immunotherapies for COVID-19,"Based on the available evidence, it seems that treatment with immunotherapy along with other standard cares could be an effective and safe approach to modulate the immune system and improvement of clinical outcomes.",-,-,_,-,_,10.1016/j.lfs.2020.118185,,,,-
1268,Acute QT Interval Modifications During Hydroxychloroquine-Azithromycin Treatment in the Context of COVID-19 Infection,"Among candidate drugs to treat coronavirus disease 2019 (COVID-19), the combination of hydroxychloroquine (HCQ) and azithromycin (AZ) has received intense worldwide attention. Even as the efficacy of this combination is under evaluation, clinicians have begun to use it largely. As these medications are known to prolong the QT interval, we analyzed serial electrocardiograms recorded in patients hospitalized for COVID-19 pneumonia and treated with HCQ + AZ. Fifty consecutive patients received the combination of HCQ (600 mg/d for 10 days) and AZ (500 mg/d on day 1 and 250 mg/d from day 2 to day 5). Twelve-lead electrocardiograms were recorded before treatment, at day 3, at day 5, and at discharge. The median age of patients was 68 years (interquartile range, 53-81 years); 28 (56%) were men. The main comorbidities were hypertension (36%; n=18) and diabetes (16%; n=8). The mean corrected QT (QTc) interval was 408 ms at baseline and increased up to 437 ms at day 3 and to 456 ms at day 5. Thirty-eight patients (76%) presented short-term modifications of the QTc duration (>30 ms). Treatment discontinuation was decided in 6 patients (12%), leading to QTc normalization in 5 of them. No deaths and no cardiac arrhythmic events were observed in this cohort. Our report confirms that a short duration treatment with HCQ + AZ modifies the QTc interval. The treatment had to be discontinued for QTc modifications in 12% of patients. Nevertheless, in inpatients hospitalized for COVID-19, we did not observe any clinically relevant consequences of these transitory modifications. In conclusion, when patients are treated with HCQ + AZ, cardiac monitoring should be regularly performed and hospital settings allow monitoring under in safe conditions.",-,-,_,-,_,10.1016/j.mayocp.2020.05.005,"['hydroxychloroquine', 'azithromycin']",,,-
1271,Safety and potential efficacy of cyclooxygenase-2 inhibitors in coronavirus disease  2019,Treatment with COX-2 inhibitors was not associated with an increase in adverse outcomes. Its potential for therapeutic use as an immune modulator warrants further evaluation in a large randomised controlled trial.,-,-,_,-,_,10.1002/cti2.1159,,,,-
1273,Tocilizumab shortens time on mechanical ventilation and length of hospital stay in patients with severe COVID-19: a retrospective cohort study,Treatment with COX-2 inhibitors was not associated with an increase in adverse outcomes. Its potential for therapeutic use as an immune modulator warrants further evaluation in a large randomised controlled trial.,-,-,_,-,_,10.1111/joim.13162,,['tocilizumab'],,-
1277,Anti-Inflammatory Properties of Drugs Used to Control COVID-19 and their Effects on the Renin-Angiotensin System and Angiotensin-Converting Enzyme-2,"COVID-19 infection is associated with systemic inflammation, and sometimes hyperinflammatory responses with cytokine storm. This plays a major role in COVID-19 severity and poor disease prognosis, even death. Higher levels of inflammatory hallmarks including C-reactive protein, ferritin, D-dimers, and cytokines such as interleukin (IL) -6, IL-10 and tumor necrosis factor- α (TNF-α) have been reported. Many anti-viral drugs have been tried, but none were proven fully effective. Supportive care and management of the complications that are caused mainly by inflammation might be the key to greater survival rates and shorter hospitalization (e.g., the use of remdesivir, lopinavir, ritonavir, umifenovir (arbidol), oseltamivir, ganciclovir, favipiravir, darunavir, hydroxychloroquine, chloroquine, colchicine, azithromycin, anakinra, canakinumab, tocilizumab, siltuximab, sarilumab, Type 1 interferon, interferon β-1a, interferon α- 2b, baricitinib, ruxolitinib, fedratinib, methylprednisolone and dexamethasone). However, the efficacy of these treatments still needs well-planned clinical trials. In such trials, careful attention must be paid to the duration of the treatment, the onset of beneficial effects, and the severity of the disease, otherwise, the outcomes may still remain inconclusive. Herein, we present a review of the current drugs, which are being used in the management of the disease and their anti-inflammatory properties. We also investigated if these drugs directly interact with Angiotensin-Converting Enzyme (ACE 2), which is a crucial component of the virus entry to the cells.",-,-,_,-,_,https://journals.library.ualberta.ca/jpps/index.php/JPPS/article/view/31346,,,"['remdesivir', 'lopinavir', 'ritonavir', 'oseltamivir', 'ganciclovir', 'darunavir', 'hydroxychloroquine', 'chloroquine', 'colchicine', 'azithromycin', 'anakinra', 'canakinumab', 'tocilizumab', 'siltuximab', 'sarilumab', 'baricitinib', 'ruxolitinib', 'fedratinib', 'methylprednisolone']",-
